Entity,Code,Year,Palm fruit oil - Area harvested (hectares)
Venezuela,VEN,1985,2400
Venezuela,VEN,1986,2670
Venezuela,VEN,1987,2700
Venezuela,VEN,1988,2300
Venezuela,VEN,1989,2700
Venezuela,VEN,1990,2500
Venezuela,VEN,1991,3600
Venezuela,VEN,1992,11398
Venezuela,VEN,1993,12860
Venezuela,VEN,1994,16103
Venezuela,VEN,1995,18799
Venezuela,VEN,1996,27813
Venezuela,VEN,1997,28135
Venezuela,VEN,1998,25000
Venezuela,VEN,1999,24956
Venezuela,VEN,2000,24711
Venezuela,VEN,2001,25105
Venezuela,VEN,2002,25116
Venezuela,VEN,2003,25124
Venezuela,VEN,2004,24607
Venezuela,VEN,2005,26277
Venezuela,VEN,2006,25252
Venezuela,VEN,2007,26713
Venezuela,VEN,2008,31096
Venezuela,VEN,2009,29986
Venezuela,VEN,2010,32567
Venezuela,VEN,2011,36293
Venezuela,VEN,2012,34082
Venezuela,VEN,2013,35568
Venezuela,VEN,2014,39596
Venezuela,VEN,2015,39632
Venezuela,VEN,2016,44496
Venezuela,VEN,2017,47103
Venezuela,VEN,2018,43041
Venezuela,VEN,2019,40854
Venezuela,VEN,2020,52226
Venezuela,VEN,2021,42943
Venezuela,VEN,2022,42643
Venezuela,VEN,2023,44087
Venezuela,VEN,2024,48098
Western Africa (FAO),,1961,3144500
Western Africa (FAO),,1962,2946000
Western Africa (FAO),,1963,3040500
Western Africa (FAO),,1964,3066500
Western Africa (FAO),,1965,3171400
Western Africa (FAO),,1966,3072000
Western Africa (FAO),,1967,2573900
Western Africa (FAO),,1968,2582000
Western Africa (FAO),,1969,2681000
Western Africa (FAO),,1970,2639400
Western Africa (FAO),,1971,2649900
Western Africa (FAO),,1972,2499110
Western Africa (FAO),,1973,2518455
Western Africa (FAO),,1974,2703902
Western Africa (FAO),,1975,2653287
Western Africa (FAO),,1976,2654793
Western Africa (FAO),,1977,2703857
Western Africa (FAO),,1978,2565162
Western Africa (FAO),,1979,2886323
Western Africa (FAO),,1980,2870534
Western Africa (FAO),,1981,2570151
Western Africa (FAO),,1982,2574426
Western Africa (FAO),,1983,2464152
Western Africa (FAO),,1984,2745101
Western Africa (FAO),,1985,2712938
Western Africa (FAO),,1986,2738033
Western Africa (FAO),,1987,2814872
Western Africa (FAO),,1988,2790885
Western Africa (FAO),,1989,2824123
Western Africa (FAO),,1990,2885202
Western Africa (FAO),,1991,3057900
Western Africa (FAO),,1992,3190065
Western Africa (FAO),,1993,3349743
Western Africa (FAO),,1994,3405306
Western Africa (FAO),,1995,3604341
Western Africa (FAO),,1996,3637400
Western Africa (FAO),,1997,3641700
Western Africa (FAO),,1998,3659900
Western Africa (FAO),,1999,3719182
Western Africa (FAO),,2000,3801000
Western Africa (FAO),,2001,3922765
Western Africa (FAO),,2002,3935497
Western Africa (FAO),,2003,4115479
Western Africa (FAO),,2004,4247331
Western Africa (FAO),,2005,4280856
Western Africa (FAO),,2006,4033873
Western Africa (FAO),,2007,4060730
Western Africa (FAO),,2008,4163899
Western Africa (FAO),,2009,4211371
Western Africa (FAO),,2010,4236541
Western Africa (FAO),,2011,4239087
Western Africa (FAO),,2012,4327492
Western Africa (FAO),,2013,4016810
Western Africa (FAO),,2014,4166881
Western Africa (FAO),,2015,4293138
Western Africa (FAO),,2016,4417297
Western Africa (FAO),,2017,4707900
Western Africa (FAO),,2018,4899903
Western Africa (FAO),,2019,5033828
Western Africa (FAO),,2020,5112946
Western Africa (FAO),,2021,5354430
Western Africa (FAO),,2022,5601242
Western Africa (FAO),,2023,5842022
Western Africa (FAO),,2024,5772267
World,OWID_WRL,1961,3621037
World,OWID_WRL,1962,3422412
World,OWID_WRL,1963,3517630
World,OWID_WRL,1964,3540825
World,OWID_WRL,1965,3617385
World,OWID_WRL,1966,3523670
World,OWID_WRL,1967,3081995
World,OWID_WRL,1968,3185274
World,OWID_WRL,1969,3295732
World,OWID_WRL,1970,3263027
World,OWID_WRL,1971,3311979
World,OWID_WRL,1972,3210852
World,OWID_WRL,1973,3263026
World,OWID_WRL,1974,3498230
World,OWID_WRL,1975,3539154
World,OWID_WRL,1976,3593114
World,OWID_WRL,1977,3722319
World,OWID_WRL,1978,3718311
World,OWID_WRL,1979,4155088
World,OWID_WRL,1980,4276828
World,OWID_WRL,1981,4077535
World,OWID_WRL,1982,4190963
World,OWID_WRL,1983,4225265
World,OWID_WRL,1984,4668824
World,OWID_WRL,1985,4898899
World,OWID_WRL,1986,5146653
World,OWID_WRL,1987,5301514
World,OWID_WRL,1988,5577146
World,OWID_WRL,1989,5857284
World,OWID_WRL,1990,6115211
World,OWID_WRL,1991,6804335
World,OWID_WRL,1992,7197393
World,OWID_WRL,1993,7533612
World,OWID_WRL,1994,7858343
World,OWID_WRL,1995,8358624
World,OWID_WRL,1996,8819358
World,OWID_WRL,1997,9231671
World,OWID_WRL,1998,9638789
World,OWID_WRL,1999,10006488
World,OWID_WRL,2000,10389325
World,OWID_WRL,2001,10859290
World,OWID_WRL,2002,11640169
World,OWID_WRL,2003,12237190
World,OWID_WRL,2004,12803619
World,OWID_WRL,2005,13466770
World,OWID_WRL,2006,13865819
World,OWID_WRL,2007,14573406
World,OWID_WRL,2008,15375814
World,OWID_WRL,2009,15795546
World,OWID_WRL,2010,16878356
World,OWID_WRL,2011,17548184
World,OWID_WRL,2012,18315776
World,OWID_WRL,2013,19401972
World,OWID_WRL,2014,19635786
World,OWID_WRL,2015,20611192
World,OWID_WRL,2016,21971152
World,OWID_WRL,2017,24009272
World,OWID_WRL,2018,25651938
World,OWID_WRL,2019,26644018
World,OWID_WRL,2020,27263324
World,OWID_WRL,2021,27928380
World,OWID_WRL,2022,28423232
World,OWID_WRL,2023,28964240
World,OWID_WRL,2024,29023956
